id,arabic,english,register,topic,priority
4781b20e,هناك عند الاستقبال,Over there by the reception,egyptian,beach_and_vendors,normal
39138d6c,ممكن أحجز رحلة بالقارب؟,Can I book a boat trip?,egyptian,beach_and_vendors,normal
90196f6b,أيوه، بيمشي الساعة عشرة,"Yes, it leaves at ten",egyptian,beach_and_vendors,normal
279320b4,بيمشي إمتى؟,What time does it leave?,egyptian,beach_and_vendors,normal
739585ef,عايز عصير طازج لو سمحت,I'd like some fresh juice please,egyptian,beach_and_vendors,normal
f3df94ef,مانجو ولا برتقال؟,Mango or orange?,egyptian,beach_and_vendors,normal
9cb10088,عندي حجز,I have a reservation,egyptian,hotel,normal
20626f0a,اسم حضرتك إيه؟,What's your name?,egyptian,hotel,normal
e1857423,أهلاً بيك، اتفضل المفتاح,"Welcome, here's your key",egyptian,hotel,normal
6eaa2c58,أوضتك في الدور التالت,Your room is on the third floor,egyptian,hotel,normal
a31d06d0,الأسانسير هناك,The lift is over there,egyptian,hotel,normal
daafb3fb,الفطار داخل؟,Is breakfast included?,egyptian,hotel,normal
016d8802,أيوه، من سبعة لعشرة,"Yes, from seven to ten",egyptian,hotel,normal
2ac02894,الفطار إمتى؟,What time is breakfast?,egyptian,hotel,normal
10b8b081,في واي فاي؟,Is there wifi?,egyptian,hotel,normal
c2498364,أيوه، الباسورد على الكارت,"Yes, the password is on the card",egyptian,hotel,normal
57bfb0b0,باسورد الواي فاي إيه؟,What is the wifi password?,egyptian,hotel,normal
785cdbc4,التكييف مش شغال,The air conditioning isn't working,egyptian,hotel,normal
6026680e,هبعتلك حد يبص عليه,I'll send someone to look at it,egyptian,hotel,normal
fb2d1c90,المية السخنة مش شغالة,The hot water isn't working,egyptian,hotel,normal
9d40d06b,آسفين، هنصلحها حالاً,"Sorry, we'll fix it right away",egyptian,hotel,normal
7297c4a6,ممكن فوط زيادة؟,Can I have more towels?,egyptian,hotel,normal
333ae2b6,ممكن مخدات زيادة؟,Can I have extra pillows?,egyptian,hotel,normal
bff0f607,طبعاً، هجيبهم دلوقتي,"Of course, I'll bring them now",egyptian,hotel,normal
353f00ee,نضف الأوضة لو سمحت,Please clean the room,egyptian,hotel,normal
65426eca,إمتى يناسبك؟,What time suits you?,egyptian,hotel,normal
4c9356f6,ممكن توقظني الساعة سبعة؟,Can I have a wake up call at seven?,egyptian,hotel,normal
df80ad57,مفيش مشكلة,No problem,egyptian,hotel,normal
09bab8b1,إمتى موعد المغادرة؟,What time is check out?,egyptian,hotel,normal
0f4269bd,المغادرة الساعة اتناشر,Check out is at twelve,egyptian,hotel,normal
773e55e3,ممكن أتأخر في المغادرة؟,Can I have a late check out?,egyptian,hotel,normal
d7d3870e,أيوه، لحد الساعة اتنين، من غير فلوس زيادة,"Yes, until two o'clock, no extra charge",egyptian,hotel,normal
13047fc0,في فلوس زيادة مية جنيه,There's an extra charge of one hundred pounds,egyptian,hotel,normal
9cfe4a59,ممكن أسيب شنطتي هنا؟,Can I leave my bags here?,egyptian,hotel,normal
8c2ad71f,طبعاً، هنسيبهم عند الاستقبال,"Of course, we'll keep them at reception",egyptian,hotel,normal
5f9e966b,شكراً، الإقامة كانت حلوة أوي,"Thank you, the stay was wonderful",egyptian,hotel,normal
4f081bc5,شكراً، نتمنى نشوفك تاني,"Thank you, we hope to see you again",egyptian,hotel,normal
852763a5,عايزين نزور البلد القديمة,We want to visit the old town,egyptian,sightseeing,normal
71496069,فين السوق القديم؟,Where is the old market?,egyptian,sightseeing,normal
527f4e8f,في البلد القديمة، هوريك,"It's in the old town, I'll show you",egyptian,sightseeing,normal
103b2043,مفتوح دلوقتي؟,Is it open now?,egyptian,sightseeing,normal
fb0ab91b,أيوه، مفتوح كل يوم,"Yes, it's open every day",egyptian,sightseeing,normal
41ef64c8,بيقفل إمتى؟,What time does it close?,egyptian,sightseeing,normal
e0d917af,الساعة عشرة بالليل,At ten in the evening,egyptian,sightseeing,normal
eda3ea5b,فين الجامع؟,Where is the mosque?,egyptian,sightseeing,normal
e8e5e90e,ممكن ندخل الجامع؟,Can we go inside the mosque?,egyptian,sightseeing,normal
79552ea3,أيوه، بس لازم تقلع الجزمة,"Yes, but you need to take off your shoes",egyptian,sightseeing,normal
0e9e8c40,الستات لازم يغطوا شعرهم,Women need to cover their hair,egyptian,sightseeing,normal
8cbbec6d,عندكم غطاء للرأس ممكن نستعيره؟,Do you have a headscarf we can borrow?,egyptian,sightseeing,normal
0b4e0423,أيوه، اتفضلي,"Yes, here you go",egyptian,sightseeing,normal
ef111395,ممكن نصور جوة؟,Is it OK to take photos inside?,egyptian,sightseeing,normal
1e395dbb,أيوه، مفيش مشكلة,"Yes, no problem",egyptian,sightseeing,normal
e986b3a0,لا، آسف، التصوير ممنوع,"No, sorry, photos are not allowed",egyptian,sightseeing,normal
a273e9e3,الجامع ده جميل أوي,This mosque is beautiful,egyptian,sightseeing,normal
55549572,المكان ده إيه؟,What is this place?,egyptian,sightseeing,normal
01ec6af0,دي كنيسة قديمة أوي,This is a very old church,egyptian,sightseeing,normal
6a4ef4ca,عمرها قد إيه؟,How old is it?,egyptian,sightseeing,normal
7f539a8a,ممكن ندخل؟,Can we go in?,egyptian,sightseeing,normal
cfc6a84f,أيوه، الدخول مجاني,"Yes, the entrance is free",egyptian,sightseeing,normal
1626ad40,في رسم دخول، عشرين جنيه,"There's an entrance fee, twenty pounds",egyptian,sightseeing,normal
54400e1e,أربع تذاكر لو سمحت، اتنين كبار واتنين أطفال,"Four tickets please, two adults and two children",egyptian,sightseeing,normal
6cd25129,الأطفال تحت عشر سنين ببلاش,Children under ten are free,egyptian,sightseeing,normal
d26fe16b,في مرشد بيتكلم إنجليزي؟,Is there a guide who speaks English?,egyptian,sightseeing,normal
65be1368,أيوه، هناك,"Yes, he's over there",egyptian,sightseeing,normal
54bc8ea3,عايزين نتمشى في البلد القديمة,We want to walk around the old town,egyptian,sightseeing,normal
91f4b517,خلي بالك في الشوارع الضيقة,Be careful in the narrow streets,egyptian,sightseeing,normal
502c06ce,تنصحنا بمكان كويس نقعد نشرب شاي؟,Can you recommend a good place to sit and have tea?,egyptian,sightseeing,normal
c80b325d,في قهوة حلوة على الناصية,There's a nice café around the corner,egyptian,sightseeing,normal
111e0e7a,عايزين نحجز رحلة بالمركب,We want to book a boat trip,egyptian,sightseeing,normal
aa51f5a1,أهلاً، عايزين رحلة إيه؟,"Welcome, what kind of trip do you want?",egyptian,sightseeing,normal
deacbaf0,عايزين نروح غطس,We want to go snorkelling,egyptian,sightseeing,normal
e28df09e,عندنا رحلة نص يوم أو يوم كامل,We have a half day or full day trip,egyptian,sightseeing,normal
ef3bbd60,بكام رحلة نص اليوم؟,How much is the half day trip?,egyptian,sightseeing,normal
2c8d83a5,تلتمية جنيه للواحد,Three hundred pounds per person,egyptian,sightseeing,normal
d0f2db14,ده غالي، إحنا عيلة أربع أفراد,"That's expensive, we're a family of four",egyptian,sightseeing,normal
c08bfa54,للعيلة هديكم سعر خاص,For a family I'll give you a special price,egyptian,sightseeing,normal
039e48fe,سعر العيلة كام؟,What's the family price?,egyptian,sightseeing,normal
de072f1d,تمنمية ليكم كلكم,Eight hundred for all of you,egyptian,sightseeing,normal
531aea2e,ممكن سبعمية؟,Can you do seven hundred?,egyptian,sightseeing,normal
ddce8bf9,تمام، سبعمية وخمسين واتفقنا,"OK, seven fifty and we have a deal",egyptian,sightseeing,normal
2c82ff86,بتمشي إمتى؟,What time does it leave?,egyptian,sightseeing,normal
697b3afd,الساعة تسعة الصبح,At nine in the morning,egyptian,sightseeing,normal
aa5da688,هنرجع إمتى؟,What time do we get back?,egyptian,sightseeing,normal
d61756aa,حوالي تلاتة بعد الضهر,Around three in the afternoon,egyptian,sightseeing,normal
8482a33a,الغداء داخل؟,Is lunch included?,egyptian,sightseeing,normal
5443f5da,أيوه، سمك ورز على المركب,"Yes, fish and rice on the boat",egyptian,sightseeing,normal
c8fe353b,عدة الغطس داخلة؟,Is the snorkelling equipment included?,egyptian,sightseeing,normal
bfeed48c,أيوه، كل حاجة داخلة,"Yes, everything is included",egyptian,sightseeing,normal
d5839e11,في جاكتات نجاة للأطفال؟,Are there life jackets for the children?,egyptian,sightseeing,normal
087f308d,أيوه، متقلقش,"Yes, don't worry",egyptian,sightseeing,normal
78c4484c,نقابلك فين؟,Where do we meet you?,egyptian,sightseeing,normal
e63447f1,عند المارينا، هكون هناك الساعة تمانية ونص,"At the marina, I'll be there at half eight",egyptian,sightseeing,normal
cf658a59,هنوقف في تلات أماكن,We're going to stop at three places,egyptian,sightseeing,normal
8a648690,الأطفال يقدروا يعوموا هنا؟,Can the children swim here?,egyptian,sightseeing,normal
f33b8dc0,أيوه، المية ضحلة وآمنة,"Yes, the water is shallow and safe",egyptian,sightseeing,normal
5937ab0b,هنقعد قد إيه في كل مكان؟,How long do we stay at each place?,egyptian,sightseeing,normal
6e647de0,حوالي خمسة وأربعين دقيقة,About forty-five minutes,egyptian,sightseeing,normal
07c802d0,ده جميل أوي، المية صافية,"This is amazing, the water is so clear",egyptian,sightseeing,normal
e76f84f6,استنى لما تشوف المرجان,Wait till you see the coral,egyptian,sightseeing,normal
5a86402f,إزَّيَّك يا صاحْبي، إيه الأَخْبار؟,"How are you, my friend? What's up?",egyptian,greetings,normal
29e90aaa,كُلّ حاجة تَمام,Everything is fine,egyptian,greetings,normal
270d0d65,أنا كْوَيِّس الحَمْدُ لِلَّه، وإنْتَ؟,"I'm good, thank God, and you?",egyptian,greetings,normal
3bbd3bbb,صَباح الخير، إزَّيَّك النَّهارْده؟,"Good morning, how are you today?",egyptian,greetings,normal
6e3cd9ee,كُلّ حاجة زَيّ الفُلّ مَعايا.,Everything's perfect with me.,egyptian,greetings,normal
c084f6bf,أهلاً وسَهْلاً، اتْفَضَّل اقْعُد.,"Welcome, please sit down.",egyptian,greetings,normal
22a9763c,لو سَمَحْت، أنا عايِز مَيّة باردة.,"Excuse me, I want cold water.",egyptian,greetings,normal
16d9ec81,واحِد شاي,One tea,egyptian,dining,normal
cfd5cb68,لو سَمَحْت، فين أقْرَب صَيْدَلِيّة؟,"Excuse me, where's the nearest pharmacy?",egyptian,greetings,normal
c06e7a2b,مِن فَضْلَك، مُمْكِن الحِساب؟,"Please, may I have the bill?",egyptian,greetings,normal
da421106,زَيّ,Like / Similar to,egyptian,greetings,normal
107f8ddb,تَمام ماشي، نِتْقابِل بُكْرَة.,"Okay, alright, we'll meet tomorrow.",egyptian,greetings,normal
e60e27c8,مَصْر هِيَّ أُمّ الدُّنْيا زَيّ ما بِيْقولوا.,"Egypt is the mother of the world, as they say.",egyptian,smalltalk,normal
d38f0635,أَيْوَه,Yes,egyptian,greetings,normal
5c95d34a,أهلاً يا صاحبي، نوّرتنا!,"Welcome my friend, you've brightened our place!",egyptian,greetings,normal
e3fabd0a,فين؟,Where?,egyptian,greetings,normal
