id,arabic,english,register,topic,priority
4a43fe0b,أَعَدَّتْ أُمّي وَجْبَةً خاصَّةً لِلضُّيوفِ.,My mother prepared a special meal for the guests.,msa,family,normal
8b8de007,كُنّا أصحاباً مُنْذُ أَيّامِ المَدْرَسَةِ.,We've been friends since school days,msa,people,normal
b0e5f631,والِدايَ,My parents,msa,family,normal
df06676f,شَواطِئُ هَذِهِ الجَزيرَةِ نَظيفَةٌ وَهادِئَةٌ.,This island's beaches are clean and quiet.,msa,leisure,normal
5ebb274c,الطَّقْسُ دافِئٌ وَمُناسِبٌ لِلتَّنَزُّهِ اليَوْمَ.,The weather is warm and good for a walk today.,msa,leisure,normal
6b40d619,كانَتِ الرِّحْلَةُ مُمْتِعَةً حَقًّا.,The trip was really enjoyable.,msa,travel,normal
cd569374,عَنْ طَريقِ البَرِّ,By land,msa,travel,normal
18942e49,قُمْ بِالشَّيْءِ المُهِمِّ قَبْلَ الشَّيْءِ العاجِلِ,Do the important thing before the urgent one,msa,work,normal
5385af55,دائِمًا يَسْأَلونَنا مِنْ أَيْنَ نَحْنُ.,They always ask us where we are from.,msa,travel,normal
3f1a6fad,الجيرانُ كانوا مُزْعِجينَ في عُطْلَةِ الأُسْبوعِ.,The neighbors were annoying over the weekend.,msa,daily_life,normal
8311b210,البائِعونَ في السّوقِ يُنادونَ عَلى بَضائِعِهِمْ.,The sellers in the market call out about their goods.,msa,shopping,normal
39c1ccf0,نادى عَلَيَّ صَديقي مِنْ بَعيدٍ.,My friend called to me from afar.,msa,people,normal
f6e1295f,أَصْرَرْتُ عَلى دَفْعِ الحِسابِ كامِلاً.,I insisted on paying the whole bill.,msa,people,normal
f5160acc,سَمِعْتُ صَوْتًا غَريبًا في مُنْتَصَفِ اللَّيْلِ.,I heard a strange sound in the middle of the night.,msa,daily_life,normal
1f1a1c97,اسْتَقْبَلْنا الضُّيوفَ مَساءَ أَمْسِ.,Yesterday we welcomed guests in the evening.,msa,leisure,normal
30d9bcd4,اهْرُبْ بِسُرْعَةٍ قَبْلَ أَنْ يَبْدَأَ المَطَرُ!,Get away quickly before the rain starts!,msa,leisure,normal
e34995d6,كانَ الكِتابُ مُمْتِعًا مِنْ أَوَّلِ صَفْحَةٍ.,The book was enjoyable from the first page.,msa,leisure,normal
a0cae53a,أُحِبُّ هُدوءَ الصَّباحِ قَبْلَ اسْتيقاظِ الجَميعِ.,I love the calm of the morning before everyone wakes.,msa,daily_life,normal
7761f3ba,وَصَلْنا إِلى البَيْتِ في مُنْتَصَفِ اللَّيْلِ.,We got home at midnight.,msa,daily_life,normal
5d4f4d92,أَتَكَلَّمُ عَنِ تَعَلُّمِ العَرَبِيَّةِ بِشَغَفٍ كَبيرٍ.,I talk about learning Arabic with great passion.,msa,language,normal
23925c79,الكِبارُ يَجْلِسونَ هُنا وَالأَطْفالُ يَلْعَبونَ هُناكَ.,The adults sit here and the children play there.,msa,people,normal
12b507b0,وَجَدَ مِفْتاحَهُ تَحْتَ الكُرْسِيِّ أَخيرًا.,He finally found his key under the chair.,msa,daily_life,normal
823c5bf0,تَتْرُكُ شَيْئًا مِنْكَ,To leave something of yourself,msa,people,normal
bd7312b8,يُعامِلُ الجَميعَ بِاحْتِرامٍ وَلُطْفٍ.,He treats everyone with respect and kindness.,msa,people,normal
00c2bb33,احْتَرَمَ رَأْيي رَغْمَ اخْتِلافِنا.,He respected my opinion despite our disagreement.,msa,people,normal
72d3240d,يَأْكُلُ المُسْلِمونَ طَعامًا تَقْليدِيًّا في يَوْمِ العيدِ.,Muslims eat traditional food on the day of Eid.,msa,culture,normal
ba2ee68d,الحُبُّ الحَقيقِيُّ يَحْتاجُ إِلى صَبْرٍ.,True love needs patience.,msa,emotions,normal
5b5fbe01,الدّافِعُ القَوِيُّ يُساعِدُ عَلى النَّجاحِ.,Strong motivation helps with success.,msa,work,normal
3b862ed7,غَطّى الغُبارُ السَّيّاراتِ بَعْدَ العاصِفَةِ.,Dust covered the cars after the storm.,msa,leisure,normal
035f783e,مِنْ أَيِّ ناحِيَةٍ,In what respect?,msa,people,high
9e17a836,تَأَقْلَمَتْ بِسُرْعَةٍ مَعَ الحَياةِ الجَديدَةِ.,She adapted quickly to the new life.,msa,people,normal
6f82e290,تَحْتاجُ إِلى رُؤْيَةِ طَبيبِ الأَسْنانِ,You need to see a dentist,msa,health,normal
95957cc4,بِسَبَبِ زِيارَتِها تَعَلَّمْتُ لُغَةً جَديدَةً,"Because of her visit, I learned a new language",msa,language,normal
3be005d6,تَعَلَّمْتُ الحُروفَ العَرَبِيَّةَ قَبْلَ الكَلِماتِ.,I learned the Arabic letters before words.,msa,language,normal
4940d4d3,كُنْتُ أَحْتاجُ إِلى مُساعَدَتِها,I needed her help,msa,people,normal
a0a0be54,التَّطَوُّعُ يَمْنَحُ الإِنْسانَ شُعورًا بِالمَعْنى.,Volunteering gives a person a sense of meaning.,msa,people,normal
fb7375d8,تُزْهِرُ الأَشْجارُ في فَصْلِ الرَّبيعِ.,The trees blossom in the spring season.,msa,leisure,normal
1b6fedb4,تُحَلِّقُ الطُّيورُ عالِيًا فَوْقَ البَحْرِ.,The birds fly high above the sea.,msa,leisure,normal
ec7e528b,وَقَفَتْ فَراشَةٌ مُلَوَّنَةٌ عَلى الزَّهْرَةِ.,A colorful butterfly landed on the flower.,msa,leisure,normal
cf859e60,طَرَحْنا أَفْكارًا كَثيرَةً في الاجْتِماعِ.,We put forward many ideas in the meeting.,msa,work,normal
e2435bb8,نِمْنا في خَيْمَةٍ عادِيَّةٍ تَحْتَ النُّجومِ.,We slept in a regular tent under the stars.,msa,travel,normal
c7bb471c,أُحِبُّ رائِحَةَ التُّرابِ بَعْدَ المَطَرِ.,I love the smell of soil after rain.,msa,leisure,normal
627c755e,شاهَدْنا فيلْمًا مُخيفًا لَيْلَةَ أَمْسِ.,We watched a scary film last night.,msa,leisure,normal
fe8cec69,كانَتْ امْرَأَةً قَوِيَّةً جِدًّا.,She was a very strong woman.,msa,people,normal
1d21e136,نُقَدِّمُ السّاعَةَ في التَّوْقيتِ الصَّيْفِيِّ.,We move the clock forward for daylight saving time.,msa,daily_life,normal
42be033b,هَلْ تَشْعُرونَ بِفَصْلِ الرَّبيعِ؟,Do you feel the spring season?,msa,leisure,normal
9855356f,أَرْسَلْتِ لي,You (female) sent me,msa,people,normal
6402eb25,حَجْزُ رِحْلَةٍ مَعَ شَرِكَةٍ سِياحِيَّةٍ,Booking a trip with a travel agency,msa,travel,normal
57a4ae23,أُحِبُّ السَّفَرَ العَفْوِيَّ دونَ خَطَّةٍ مُسْبَقَةٍ.,I love spontaneous travel without a prior plan.,msa,travel,normal
89d1ec40,المَسْأَلَةُ مُعَقَّدَةٌ أَكْثَرَ مِمّا تَبْدو.,The matter is more complicated than it seems.,msa,emotions,high
af765ea8,مُتَعَطِّلٌ عَنِ العَمَلِ,Out of work,msa,work,normal
ca68d4a5,أَطْوَلُ مِنْ ذَلِكَ,Longer than that,msa,leisure,normal
e3dae5d8,كانَ الخَبَرُ صَدْمَةً كَبيرَةً لِلْعائِلَةِ.,The news was a big shock to the family.,msa,emotions,normal
c0422ea0,كَيْفَ تَطْبُخينَ هَذا الطَّبَقَ اللَّذيذَ؟,How do you cook this delicious dish?,msa,food,normal
77148f44,أَبْحَرَ القارِبُ الصَّغيرُ نَحْوَ الجَزيرَةِ.,The small boat sailed toward the island.,msa,travel,normal
a4d25675,تَزَوَّجْتُ امْرَأَةً رائِعَةً.,I married a wonderful woman.,msa,family,normal
56d0ae01,عيدٌ مُبارَكٌ لَكُمْ وَلِعائِلَتِكُمْ.,A blessed Eid to you and your family.,msa,greetings,normal
18317f63,وَضَعَ الكِتابَ عَلى الطّاوِلَةِ وَخَرَجَ.,He put the book on the table and left.,msa,leisure,normal
372d4e39,مُعَقَّدٌ بِالنِّسْبَةِ لي لِلْحَديثِ عَنْهُ,It's complicated for me to talk about,msa,culture,high
0ea680fd,مُسْتَوايَ في العَرَبِيَّةِ يَتَحَسَّنُ شَيْئًا فَشَيْئًا.,My level in Arabic is improving little by little.,msa,language,normal
fb1c34ab,أَشْياءُ مُشْتَرَكَةٌ لِلْحَديثِ عَنْها,Common things to talk about,msa,culture,normal
1a538272,النّاسُ لا يَتَوَقَّعونَ أَنّي أَتَكَلَّمُ العَرَبِيَّةَ.,People don't expect that I speak Arabic.,msa,language,normal
59196b36,أَجَبْتُهُ بِصِدْقٍ عَنْ كُلِّ أَسْئِلَتِهِ.,I answered all his questions honestly.,msa,people,normal
cb6a9a81,القِراءَةُ اليَوْمِيَّةُ تُوَسِّعُ مَعْرِفَةَ الإِنْسانِ.,Daily reading widens a person's knowledge.,msa,culture,normal
b9e550fe,أَعْطاني المُعَلِّمُ نَصائِحَ مُفيدَةً لِلدِّراسَةِ.,The teacher gave me useful advice for studying.,msa,language,normal
c9c26555,أَنا في البَيْتِ كَالعادَةِ,I am at home as usual,msa,daily_life,normal
41e39ef7,كانَتِ اللُّعْبَةُ مُمْتِعَةً وَمُثيرَةً حَتّى النِّهايَةِ.,The game was fun and exciting until the end.,msa,leisure,normal
cff0bcd0,أَشْعُرُ بِضَغْطٍ كَبيرٍ في العَمَلِ هَذا الشَّهْرَ.,I feel a lot of pressure at work this month.,msa,work,normal
c3aa0da4,لَدَيْكِ الكَثيرُ مِنَ الدُّروسِ,You have a lot of lessons,msa,daily_life,normal
3786ea6b,شَعَرْتُ بِالإِرْهاقِ بَعْدَ يَوْمِ عَمَلٍ طَويلٍ.,I felt exhausted after a long workday.,msa,work,normal
b6908bf3,مُرْهَق,Exhausted,msa,emotions,normal
5dcf24ab,الاسْتِمْرارِيَّةُ أَهَمُّ مِنَ السُّرْعَةِ في التَّعَلُّمِ.,Continuity is more important than speed in learning.,msa,language,normal
cf22ead4,زُرْنا والِدَ زَوْجَتي,We visited my wife's father,msa,family,normal
593ec1bd,خَمْسونَ كيلومِتْرًا,Fifty kilometers,msa,travel,normal
d359bdbc,بِالتَّمارينِ المُنْتَظِمَةِ سَتُصْبِحُ أَقْوى.,With regular exercise you will become stronger.,msa,health,normal
c9809172,نَتَمَشّى في المُنْتَزَهِ كُلَّ مَساءٍ.,We walk in the park every evening.,msa,leisure,normal
c018ff35,شَعَرْتُ بِضَعْفٍ بَعْدَ أَيّامٍ مِنَ المَرَضِ.,I felt weak after days of illness.,msa,health,normal
8bc72dc7,لا أَتَكَلَّمُ كَثيرًا.,I don't talk much.,msa,emotions,normal
9b6c2cd6,آخُذُ اسْتِراحَةً مِنَ العَمَلِ,I take a break from work,msa,work,normal
77789cdb,الحَياةُ الرِّيفِيَّةُ أَهْدَأُ مِنْ حَياةِ المُدُنِ.,Rural life is calmer than city life.,msa,leisure,normal
86b695de,نَرى قُوَّةَ الخالِقِ في جَمالِ الطَّبيعَةِ.,We see the power of the Creator in the beauty of nature.,msa,culture,normal
cd7e35a6,أَحَبُّ الأَعْمَالِ إِلَى اللهِ أَدْوَمُهَا وَإِنْ قَلَّ,"The most beloved deeds to Allah are those done consistently, even if small",msa,culture,normal
bf22f72a,أُريدُ أَنْ أَكْتَشِفَ الثَّقافَةَ,I want to discover the culture,msa,culture,normal
f0b88028,هَلْ تُحِبُّ السِّباحَةَ؟,Do you like swimming?,msa,leisure,normal
dbb6bb81,سَنَسْبَحُ أَمامَ الفُنْدُقِ,We will swim in front of the hotel,msa,leisure,normal
b001377b,هَلْ يوجَدُ شاطِئٌ خاصٌّ؟,Is there a private beach?,msa,travel,normal
2a01e5cc,مارَسْتُ اللَّهْجَةَ المِصْرِيَّةَ,I practised the Egyptian dialect,msa,language,normal
53dd0b03,يَجِبُ عَلَيْكَ الغَوْصُ,You must go diving,msa,leisure,normal
ff65e35b,الغَوْصُ لَيْسَ مُناسِبًا لِلأَطْفالِ,Diving is not suitable for children,msa,leisure,normal
8310e1a4,سَنَفْعَلُ إِنْ شاءَ اللهُ,We will do it God willing,msa,smalltalk,normal
7cd4356c,أَنا جاهِزٌ لِلسَّفَرِ,I'm ready to travel,msa,travel,normal
9483e9c3,أُريدُ أَنْ أُمارِسَ اللَّهْجَةَ المِصْرِيَّةَ,I want to practise the Egyptian dialect,msa,language,normal
365c0264,أَتَمَنّى لَكَ إِجازَةً سَعيدَةً,I wish you a happy holiday,msa,greetings,normal
dfd496d8,شُكْرًا عَلى الدَّرْسِ,Thank you for the lesson,msa,greetings,normal
ae4f86e5,أَيْنَ الشّاطِئُ الخاصُّ بِالفُنْدُقِ؟,Where is the hotel's private beach?,msa,travel,normal
12abfa57,هَذا مُفيدٌ جِدًّا,This is very useful,msa,emotions,normal
444d075e,أَنا لَدَيَّ فُضولٌ,I'm curious,msa,emotions,normal
094fa073,أَنا وَعائِلَتي نُحِبُّ السَّفَرَ كَثيراً,Me and my family love to travel a lot,msa,family,normal
7540cc0f,اكْتِشافُ أَماكِنَ جَديدَةٍ يُوَسِّعُ آفاقَكَ,Discovering new places broadens your outlook,msa,travel,normal
2c60c385,السِّباحَةُ في البَحْرِ رائِعَةٌ,Swimming in the sea is wonderful,msa,leisure,normal
68495752,أُريدُ السِّباحَةَ في المُسْبَحِ غَداً,I want to swim in the pool tomorrow,msa,leisure,normal
740a4547,الماءُ الدّافِئُ مُريحٌ لِلْجِسْمِ,Warm water is comfortable for the body,msa,leisure,normal
b94d01a3,السِّباحَةُ في الماءِ البارِدِ مُنْعِشَةٌ,Cold water swimming is invigorating,msa,leisure,normal
5f041816,المَرْجانُ في البَحْرِ الأَحْمَرِ جَميلٌ,The coral in the Red Sea is beautiful,msa,leisure,normal
ea1ab5db,الفِنْجانُ عَلى الطّاوِلَةِ فارِغٌ,The cup on the table is empty,msa,food,normal
f01468f0,شُكْراً لَكَ، إِلى اللِّقاءِ!,"Thank you, goodbye!",msa,greetings,normal
8c0a76c9,أَيْنَ المَطْبَخُ في هٰذا البَيْتِ؟,Where is the kitchen in this house?,msa,daily_life,normal
056c9a80,ما رَقْمُ الهاتِفِ الخاصُّ بِكَ؟,What is your phone number?,msa,daily_life,normal
08686465,أَنا شَخْصٌ بَيْنَ جِنْسِيَّتَيْنِ,I am a person between two nationalities,msa,people,normal
a08eed1a,مُنْذُ الوِلادَةِ عِشْتُ حَياةً إِنْجِليزِيَّةً,Since birth I have lived an English life,msa,culture,normal
08b7c376,لَيْسَتْ هِوايَةً، إِنَّها واجِبي,It is not a hobby; it is my duty.,msa,emotions,normal
59981b63,أَنْتِ تَفْهَمينَني جَيِّداً,You understand me well,msa,emotions,normal
42e8f341,كُلُّ شَخْصٍ يَخْتَلِفُ,Everyone is different,msa,people,normal
71209cd0,أَنا الآنَ مَشْغولٌ بِالأَعْمالِ,I'm busy with work now,msa,work,normal
f4839747,أُساعِدُهُمْ بِقَدْرِ اسْتِطاعَتي,I help them as much as I can,msa,people,normal
0411943c,حالِيّاً خَطَرَتْ عَلى عَقْلي فِكْرَةٌ,An idea has come to mind (حالِيّاً = currently),msa,emotions,normal
05765e3c,أَنا أَصْلي عَرَبِيٌّ,My origin is Arab,msa,culture,normal
ba138369,أَحْياناً أَشْعُرُ أَنَّ الدَّمَ عَرَبِيٌّ,Sometimes I feel the blood is Arab,msa,culture,normal
b5f91e4b,هٰذا جُزْءٌ مِنّي,This is a part of me,msa,emotions,normal
4f18071b,أَنْتَ أَبٌ، صَحيحٌ؟,"You are a father, correct?",msa,family,normal
9eeddec3,هَلْ لَدَيْكَ إِخْوَةٌ وَأَخَواتٌ؟,Do you have brothers and sisters?,msa,family,normal
f912fc72,لَدَيَّ أَخٌ واحِدٌ,I have one brother,msa,family,normal
2f6eedea,سَأَكونُ رَجُلاً ذا ثَقافَتَيْنِ,I will be a man with two cultures,msa,culture,normal
21ae532c,أَشْعُرُ أَنَّني أَعيشُ في عالَمَيْنِ مُخْتَلِفَيْنِ,I feel that I live in two different worlds,msa,emotions,normal
9b08ff75,تَعَلُّمُ اللُّغَةِ العَرَبِيَّةِ يَحْتاجُ وَقْتاً أَطْوَلَ,Learning Arabic needs a longer time,msa,language,normal
d88a943f,اللَّهْجَةُ المِصْرِيَّةُ غَريبَةٌ عَنّي,The Egyptian dialect is strange to me,msa,language,normal
8d450652,قَرَأْتُ قِصَّةً عَنْ جُحا مُضْحِكَةً,I read a funny story about Joha,msa,leisure,normal
809b1104,لا شُكْرَ عَلى الواجِبِ,No thanks are due for a duty,msa,greetings,normal
38ea457c,أَتَمَنّى لَكَ يَوْماً سَعيداً,I wish you a happy day,msa,greetings,normal
1c42ced3,إِلى اللِّقاءِ، مَعَ السَّلامَةِ,"Goodbye, take care",msa,greetings,normal
c3a65f88,كُنْتُ مَريضاً قَليلاً,I was a little sick,msa,health,normal
4108a2ff,تَعَلَّمْتُ كَلِماتٍ أَكْثَرَ في اللَّهْجَةِ,I learned more words in the dialect,msa,language,normal
d2a79fd0,اكْتَشَفْنا عالَماً مُخْتَلِفاً,We discovered a different world,msa,leisure,normal
6e75392f,وَأَخَذْنا رِحْلَةً بِالمَرْكَبِ — كانَتْ رائِعَةً,We took a boat trip — it was wonderful,msa,sightseeing,normal
102a2fa4,كانَتْ أَسْماكاً بِأَحْجامٍ مُخْتَلِفَةٍ وَأَلْوانٍ كَثيرَةٍ,They were fish of different sizes and many colors,msa,leisure,normal
2af7d6e1,مَعَ السْنوركِل أَشْعُرُ بِحُرِّيَّةٍ,With the snorkel I feel free,msa,leisure,normal
9fe59d8d,شُكْراً جَزيلاً لِمُساعَدَتِكِ، حَقّاً,"Thank you very much for your help, truly",msa,greetings,normal
5f6075d5,لَقَدْ خَرَجْتُ لِلتَّوِّ,I've just left.,msa,leisure,normal
3db73e13,ما زالَ المَكانُ مُهِمّاً,The place is still important.,msa,leisure,normal
0aae5643,أَسْتَطيعُ أَنْ أَسْمَعَ غِناءَ الطُّيورِ,I can hear the birdsong.,msa,leisure,normal
ef16c9ab,كانَ البَيْتُ العامُّ مُهِمّاً لِلْمُجْتَمَعِ,The pub was important to the community.,msa,people,normal
6c8ed988,هٰذِهِ رِحْلَةٌ طَوِيلَةٌ,This is a long journey.,msa,travel,normal
e6f827e0,أُرِيدُ مَزِيدًا مِنَ العِبَارَاتِ,I want more phrases.,msa,language,normal
4d3de6c7,لَدَيَّ شَيْءٌ لِنُنَاقِشَهُ,I have something for us to discuss.,msa,work,high
57602b4e,هٰذَا حَدَثَ لِابْنِي,This happened to my son.,msa,family,normal
e4091988,رَجَعَ ابْنِي إِلَى المَنْزِلِ لِلتَّوِّ,My son has just come home.,msa,family,normal
122b2c00,كَانَ مُتَّسِخًا جِدًّا وَمُتْعَبًا,He was very dirty and tired.,msa,emotions,normal
21e2eeaa,كَانَ بَعِيدًا عَنَّا,He was far away from us.,msa,family,normal
0ec134f9,لَمْ نَسْتَطِعْ أَنْ نَتَوَاصَلَ مَعَهُ,We couldn't contact him.,msa,family,normal
800040aa,لَمْ يَكُنْ لَدَيْهِ هَاتِفٌ,He didn't have a phone.,msa,family,normal
57755edc,لَمْ يَسْتَطِعْ أَنْ يَتَّصِلَ بِنَا,He couldn't call us.,msa,family,normal
07a266ee,اِشْتَقْنَا إِلَيْهِ,We missed him.,msa,emotions,normal
cbb7edcb,لَمْ تَكُنْ هُنَاكَ طَرِيقَةٌ أُخْرَى,There was no other way.,msa,emotions,normal
d03d78c0,سَأُغَادِرُ الآنَ,I'm leaving now.,msa,travel,normal
750013a0,حَدَثَ لِي,It happened to me.,msa,emotions,normal
a26fe39e,حَدَثَ لَهَا,It happened to her.,msa,emotions,normal
237dd03c,حَدَثَ لِابْنِي,It happened to my son.,msa,family,normal
1e37a0f9,وَصَلَ لِلتَّوِّ,Just arrived.,msa,travel,normal
46acd600,رَجَعَ لِلتَّوِّ,Just returned.,msa,travel,normal
0b60edf0,حَدَثَ لِلتَّوِّ,Just happened.,msa,leisure,normal
8cd2956a,اِشْتَقْنَا إِلَيْهَا,We missed her.,msa,emotions,normal
b5a0465a,اِشْتَقْنَا إِلَيْهِمْ,We missed them.,msa,emotions,normal
2982ffb8,لَمْ نَسْتَطِعْ أَنْ نَرَاهُ,We couldn't see him.,msa,family,normal
85400ab1,لَمْ نَسْتَطِعْ أَنْ نَزُورَهُ,We couldn't visit him.,msa,family,normal
3ffff6ce,كان والدي يتحدث مع جدتي.,My father used to speak to my grandmother.,msa,family,normal
265159a7,أحيانًا كان يناولني الهاتف.,Sometimes he used to hand me the phone.,msa,family,normal
f81de177,كُنْتُ أَتَحَدَّثُ مَعَ جَدَّتِي.,I used to talk with my grandmother.,msa,family,normal
f1dde12c,كان والدي يترجم بيني وبين جدتي.,My father used to translate between me and my grandmother.,msa,family,normal
1a37e101,كنا نشاهد الأخبار على التلفاز.,We used to watch the news on television.,msa,daily_life,normal
1226770d,كنا نستمع إلى الأغاني العربية الجميلة.,We used to listen to beautiful Arabic songs.,msa,culture,normal
5a752458,كنا نستمع إلى ترتيل القرآن الكريم.,We used to listen to the recitation of the Holy Qur'an.,msa,culture,normal
5a2eede4,كنا نشاهد الطواف حول الكعبة.,We used to watch the circumambulation around the Kaaba.,msa,culture,normal
7bcad6b2,مَوْضُوعُ هٰذَا الْمَشْرُوعِ عَنِّي.,The topic of this project is about me.,msa,work,normal
0cd4b4a2,يَجِبُ أَنْ أَتَحَدَّثَ عَنْ نَفْسِي.,I have to talk about myself.,msa,work,normal
5a51c938,إِنَّهَا قِصَّةُ حَيَاتِي.,It's the story of my life.,msa,people,normal
d3793383,وَالِدِي عِرَاقِيٌّ.,My father is Iraqi.,msa,family,normal
8b63d9e5,كُنْتُ أَسْمَعُ اللُّغَةَ الْعَرَبِيَّةَ مِنْ وَالِدِي.,I used to hear the Arabic language from my father.,msa,language,normal
4fadf750,كَانَ يَسْتَمِعُ إِلَى تِلَاوَةِ الْقُرْآنِ الْكَرِيمِ.,He used to listen to Qur'an recitation.,msa,culture,normal
8b40f87b,كَانَ يُشَاهِدُ الْأَخْبَارَ بِاللُّغَةِ الْعَرَبِيَّةِ.,He used to watch the Arabic news.,msa,daily_life,normal
25926932,كُنْتُ أَسْأَلُهُ أَسْئِلَةً كَثِيرَةً.,I used to ask him many questions.,msa,family,normal
eb912cca,كُنْتُ أَحْضُرُ مَدْرَسَةً مَسِيحِيَّةً.,I attended a Christian school.,msa,culture,normal
c1783d10,هل يمكننا أن نناقش هذا؟,Can we discuss this?,msa,work,normal
69fdaee1,دعنا نُكْمِل.,Let's continue.,msa,work,normal
6b9fe3b8,كَرِّرِ السُّؤالَ.,Repeat the question.,msa,work,normal
66ec5fd4,أَعِدِ السُّؤالَ مَرَّةً أُخْرَى.,Repeat the question again.,msa,language,normal
bb9a2f83,أصبح طبيبًا.,He became a doctor.,msa,work,normal
0b8a8aa0,أصبح طبيبًا رائعًا.,He became an excellent doctor.,msa,work,normal
772ea962,أراد أن يعود.,He wanted to return.,msa,family,normal
a525bbf0,أراد أن يعود إلى بلده.,He wanted to return to his home country.,msa,family,normal
c57a84e7,تَعارَفا.,They got to know each other.,msa,family,normal
ee38578c,وَقَعا في الحُبِّ.,They fell in love.,msa,family,normal
4ed0e790,نُسِجَ الحُبُّ بينهما.,Love was woven between them.,msa,family,normal
3c5d27fd,جمعَ القدرُ بينهما.,Fate brought them together.,msa,family,normal
0bdcd22f,شاءَ القدرُ أن يلتقيا.,Fate willed that they should meet.,msa,family,normal
2114e53b,جَاءَ رَجُلٌ مُتَدَيِّنٌ.,A devout man came.,msa,culture,normal
8c2ed3f5,أَعْطَانَا دَرْسًا بِالعَرَبِيَّةِ.,He gave us a lesson in Arabic.,msa,language,normal
a6d34ca1,شَعَرْتُ بِالخَوْفِ مِنْهُ.,I felt afraid of him.,msa,emotions,normal
ce185113,اَلرَّقَمُ المَطْلوبُ حالِيًّا لَيْسَ مُتاحًا.,The number you have dialled is currently unavailable.,msa,daily_life,normal
760b3940,هَلْ أَنْتَ مُتَفَرِّغٌ؟,Are you free / available (as a person)?,msa,daily_life,normal
255895eb,منذ فترةٍ طويلةٍ,A long time ago,msa,family,normal
46acfda6,جَلَسَتْ مَعَنا امْرَأَةٌ أوكْرانِيَّةٌ في بَيْتِنا.,A Ukrainian woman stayed with us in our house.,msa,people,normal
2a925a96,حَصَلْنا عَلى التَّأْشيرَةِ.,We got the visa.,msa,travel,normal
e819ec85,لَمْ نَسْتَطِعْ أَنْ نُسافِرَ بِالطّائِرَةِ.,We couldn't travel by plane.,msa,travel,normal
4fb31b16,في طفولتي,In my childhood,msa,family,normal
eb7da4a7,خلال طفولتي,Throughout my childhood,msa,family,normal
beb8aa6e,منذ الولادة,Since birth,msa,family,normal
1545c605,ذَاتَ يَوْمٍ سَأَلْتُهُ...,One day I asked him...,msa,family,high
b618faeb,أَجَابَنِي وَقَالَ...,He answered me and said...,msa,family,high
867d0ccb,منذ طفولتي,Since my childhood,msa,family,normal
315752a0,كانَ أَفْرادُ العائِلَةِ يَأْتونَ وَيَذْهَبونَ كُلَّ يَوْمٍ لِلزِّيارَةِ.,Family members used to come and go every day to visit.,msa,family,normal
23e47ce1,العائِلَةُ العَرَبِيَّةُ كَبيرَةٌ جِدًّا.,The Arab family is very big.,msa,family,normal
2b1b7d00,شَعَرْتُ أَنَّني جُزْءٌ مِنْ شَيْءٍ كَبيرٍ.,I felt I was part of something big.,msa,emotions,normal
5478c10f,كُنّا مُتَحَمِّسَيْنِ، أَنا وَأَخي.,"We were excited, my brother and I.",msa,emotions,normal
f2aa93b7,كانَتْ صَدْمَةً ثَقافِيَّةً لي.,It was a culture shock for me.,msa,emotions,normal
